Time,Average_Price_of_Nexus,Crypto,Price_of_Stock
2024-05-11,112.86238936234471,132.03785903797623,195.73774088822185
2024-05-12,112.50677699686838,133.78728115540508,196.97390753466854
2024-05-13,112.81951273843048,131.57936355347928,195.74399331728944
2024-05-14,112.76530722159578,130.98786875096,196.50309314899542
2024-05-15,113.2589048559995,130.2471076516701,195.53258666562903
2024-05-16,113.43037731493376,129.4738654918847,194.8166226803055
2024-05-17,113.88085219076568,127.84473834161955,198.88016268635752
2024-05-18,113.39265837604428,127.13872958864889,195.84828250960155
2024-05-19,113.74684291894037,124.85198279471233,195.896995153649
2024-05-20,113.27587695689897,123.83969929983864,195.85435694115992
2024-05-21,113.81388873186451,123.58997289709606,193.85150030733442
2024-05-22,113.74454118349027,123.80980307620548,195.12812041070632
2024-05-23,113.03076384471974,125.34458000919527,194.6764128027813
2024-05-24,113.06016528623913,124.78254367876416,193.5297109567102
2024-05-25,113.49814132153432,123.62747481122926,192.0947825490468
2024-05-26,113.96767954502526,123.24151953152321,191.89711753488464
2024-05-27,113.96756357944777,123.08499118498135,191.0044122003164
2024-05-28,113.83384020890512,122.9677837720917,190.29085871275058
2024-05-29,113.3793046714436,122.90613632977703,188.34761309662485
2024-05-30,113.19834958854399,123.11754166373372,187.83134976189908
2024-05-31,112.77042858739613,121.15118673093258,185.95727723801582
2024-06-01,113.13739385106975,121.687983341201,184.64959859798847
2024-06-02,113.61081454539325,123.2671713112638,184.88586812588554
2024-06-03,113.65126772808928,124.07045967866723,183.9032946854176
2024-06-04,113.20351971832872,123.33404926749354,184.79888541348492
2024-06-05,113.4133171572195,124.75192609391742,180.97553565072968
2024-06-06,114.05909392041643,125.69666536369914,182.83580192788074
2024-06-07,114.00289954929261,126.3295110793358,184.35996519683445
2024-06-08,114.49555685444246,124.53590094675252,183.63092658401993
2024-06-09,114.93082195951872,123.44429714478855,184.22170501649177
2024-06-10,114.59135781234244,122.17219629750868,182.81260281952294
2024-06-11,114.7824312530192,122.40612159301442,184.402184253097
2024-06-12,115.40810821994722,121.79778447154897,182.73671944919178
2024-06-13,115.03474345831384,122.60230419995969,181.94157772938638
2024-06-14,115.1923946327661,121.703746658105,182.04099823054673
2024-06-15,116.06367239895323,123.47534863058573,182.10058225173296
2024-06-16,116.48836097825111,122.17065500382543,181.90715845732913
2024-06-17,116.1473640326594,120.70320962186756,181.6268679151582
2024-06-18,116.56430379537142,119.68630856674329,181.86111486412898
2024-06-19,117.19708800169134,119.34835641324038,182.74526598671002
2024-06-20,117.4378996234263,120.06907808319633,183.19593592969272
2024-06-21,117.14822838189016,121.47928189219664,183.08583691920975
2024-06-22,116.96116129767738,121.24430882015348,184.55067726882848
2024-06-23,117.23956683036198,120.54761704143526,186.19258441146047
2024-06-24,117.42067413751093,120.83220983728238,187.7649786578354
2024-06-25,117.35990968650393,119.75530101938487,189.12767124021155
2024-06-26,117.41116669956743,121.62379898301671,190.3661635676384
2024-06-27,117.07186461406003,121.13693294886387,190.15031902188196
2024-06-28,118.29435262837472,119.32478712595272,190.741740856555
2024-06-29,117.88958318735216,118.13397655689931,190.07314128636662
2024-06-30,117.52345748995972,117.70318968421581,190.08137729443027
2024-07-01,117.9333761728429,117.58527096555694,190.94898236932013
2024-07-02,117.92435515762918,117.60214543653302,192.12663500717053
2024-07-03,117.46805992534951,118.40875597017926,193.75608664271516
2024-07-04,118.01321497835924,120.55428450084023,194.43932802439912
2024-07-05,117.74392640786203,119.17235048317771,193.95555265350808
2024-07-06,118.02552350706,120.66679178448994,193.1163920724924
2024-07-07,118.25144042429874,119.57276645545682,193.07583666420302
2024-07-08,117.99391873954222,118.64013491523907,191.6839799772099
2024-07-09,118.33855143905014,118.12192312822971,192.05690300048695
2024-07-10,118.05700247902595,119.81182957454197,194.11021154441454
2024-07-11,117.55116623070748,121.05165283426354,194.67737395744084
2024-07-12,117.64638762986087,121.61287127773508,194.7439075191336
2024-07-13,117.27855627670796,123.02690922099556,195.46627860672916
2024-07-14,116.34665252796128,120.60484148743656,192.79567109940194
2024-07-15,114.89265675812614,121.27627009437987,192.85402895767922
2024-07-16,116.0971324583804,122.49647829379518,193.9568877757173
2024-07-17,116.05092871919068,122.84060978657755,193.93901931083064
2024-07-18,115.85982721546786,123.4786359097161,192.154807198286
2024-07-19,116.26920028678137,122.71362890678647,192.3194323709994
2024-07-20,115.34969662462414,123.14451340831407,193.51173549934344
2024-07-21,114.3946728242517,121.19439192827782,195.4623763191604
2024-07-22,113.55640796702107,124.02858538082738,195.16625660069158
2024-07-23,113.62696149849981,124.2775750619994,195.91626913466843
2024-07-24,114.20044497556322,123.55472312214059,197.5841713896847
2024-07-25,114.76103148273035,123.36260400091709,198.11982297955697
2024-07-26,115.35311729860426,122.83407286957657,196.40165392459232
2024-07-27,114.44342122218755,123.47885782956725,197.57418804813514
2024-07-28,114.53230965688924,120.90048444995648,195.73149988872544
2024-07-29,114.85596418879419,119.65298498142515,197.00065835321186
2024-07-30,115.40596115225392,119.85773246179802,195.9612727179413
2024-07-31,114.93013143760308,118.7677488054938,197.8338053233639
2024-08-01,114.68746340205237,118.95017352557119,196.00437461535014
2024-08-02,115.95184235214893,118.62075594111987,196.2037026879479
2024-08-03,116.26145785447724,119.41256082932082,193.99489434990224
2024-08-04,116.73337477168755,116.97577505050035,191.74979938628954
2024-08-05,117.70513216466308,118.34969095487905,190.22597510218338
2024-08-06,117.90947493920976,117.62418907054641,188.07468200313582
2024-08-07,117.85476461153351,117.90384994209681,187.92330569573085
2024-08-08,117.85984974368937,119.43214529442166,189.31451695265227
2024-08-09,118.41355176228507,119.34576179964101,188.17789999837393
2024-08-10,119.08629208914574,117.49616373513255,188.97489021598477
2024-08-11,119.04530168109734,117.81820555528046,187.27049176573448
2024-08-12,119.40373834937769,117.52560071977665,186.15302981977902
2024-08-13,119.0413899045949,117.8356823950679,186.3157324388083
2024-08-14,118.75666790101273,119.76875885578593,186.1354977826212
2024-08-15,118.40332210548293,120.59317212265155,185.50238606579543
2024-08-16,118.30166550357322,121.8875506933858,185.77118574363715
2024-08-17,118.90396939479363,123.41937453475096,185.2249977971692
2024-08-18,118.9003269398977,121.79985732261676,185.39387210274376
2024-08-19,118.41893573558218,124.26992099167886,185.46772361571965
2024-08-20,118.38918540486051,124.40512477595327,184.491012774402
2024-08-21,118.53941029330981,125.20191199759444,185.12595273008242
2024-08-22,119.2794924281985,125.34610418631377,184.35528634028796
2024-08-23,119.84305388708705,127.16316953334356,184.60336217459476
2024-08-24,120.05952665406784,126.76087951005461,183.93223405592903
2024-08-25,120.20796990859813,127.11182133878012,183.0969209548235
2024-08-26,120.00372415354268,125.9502726219765,182.33457222539613
2024-08-27,120.50449748321329,125.62890933404735,181.68105573862397
2024-08-28,120.43132237105999,124.73406796266795,181.4142801325355
2024-08-29,121.06490880991974,122.963859078604,180.85204099784235
2024-08-30,120.9603762668152,121.10142454578518,181.793439453447
2024-08-31,121.6350173010237,120.27842191961666,183.0198749597631
2024-09-01,122.63511670267826,120.14327677107211,182.93680305266378
2024-09-02,122.54142774979925,119.87811338649716,181.4963795222272
2024-09-03,123.05785215026438,119.17295446038786,183.83937591049371
2024-09-04,122.4045296576083,119.63365748970426,183.51186111342955
2024-09-05,121.89808603805461,118.66901007752537,185.13372731069683
2024-09-06,121.72611010601987,118.18984906761398,185.29160914698159
2024-09-07,121.31644854185585,117.36833371167027,185.85098595767255
2024-09-08,121.57543879517053,118.63855806283325,183.15618205450227
2024-09-09,121.70483816561968,119.7228424989277,184.06580210731914
2024-09-10,122.06882539284214,119.75244266086769,187.66519534618533
2024-09-11,121.98928531162532,120.54956754763735,185.85078959177253
2024-09-12,121.34760703101952,119.94093991927463,185.28855917651165
2024-09-13,121.79333227108108,119.28903434203836,185.6306858575175
2024-09-14,121.16107641695477,118.44286648260336,184.86511305512573
2024-09-15,121.65798700583748,117.42125709713412,183.2563601378251
2024-09-16,121.2998927523534,116.28740928992656,182.44780476457333
2024-09-17,120.64540002120792,116.12351322319932,183.8335413629225
2024-09-18,120.75191040227854,119.10074830319982,183.46008629689874
2024-09-19,120.44242172346188,118.93204313981764,186.45073960100783
2024-09-20,121.08172105329263,118.50661740472033,187.5396237404596
2024-09-21,122.18713173170049,117.47366383893083,185.78828544942147
2024-09-22,121.47489639786268,113.5996791474061,187.58932528889179
2024-09-23,121.12028455749547,114.70214820327394,186.76980138716462
2024-09-24,120.8706407116887,112.73806314769833,185.5743939220022
2024-09-25,120.65864776926854,113.06570538725337,186.40908506959394
2024-09-26,120.68832467278601,113.5197423484965,186.5537749357712
2024-09-27,120.27887259008827,114.0724899595449,188.6436761956261
2024-09-28,120.46618662464117,113.35710000636652,187.94558992984258
2024-09-29,120.17645745030582,112.13354562676649,186.5724044585154
2024-09-30,120.95522810487896,113.215357513952,186.92387174305546
2024-10-01,121.00366670740252,113.33794471823374,185.62023928612885
2024-10-02,121.60952734044282,110.68849444497752,186.47899283915723
2024-10-03,122.25721671758663,111.9239429363785,186.04038294398296
2024-10-04,122.0045908750534,112.83389530257905,187.4742146742624
2024-10-05,121.79348418468463,112.37440060553838,187.1996224492652
2024-10-06,120.65718981680675,111.96451269664269,189.02099850959894
2024-10-07,119.89278864128704,111.91500271175748,189.1349562493861
2024-10-08,118.89031998246237,111.98121455725028,189.8719576148774
2024-10-09,118.6313935208515,111.4865964546752,189.4952087551159
2024-10-10,118.78307984580015,111.87161620629026,189.17745870891733
2024-10-11,119.45607575293471,109.54358591325803,189.24310018706421
2024-10-12,119.33805673375937,109.83953043072499,189.33040989592152
2024-10-13,120.78811477293961,110.28497719515379,188.04105812077668
2024-10-14,119.97506367159694,108.73525492365496,189.385456019613
2024-10-15,120.27741004322354,108.25112290082411,190.2238211405716
2024-10-16,120.26505694795534,107.78185800083165,190.96136576662204
2024-10-17,119.43209092948244,107.2204138090663,191.6672330000293
2024-10-18,118.72470523158661,107.22412602054503,191.969458636204
2024-10-19,118.33606978530096,106.97216006033058,190.5419041954731
2024-10-20,118.42765107894951,106.90898482204919,189.63567925913986
2024-10-21,118.39416083151671,107.78564464126818,189.6208839046992
2024-10-22,118.51137286349422,106.85093040853316,188.32143876953765
2024-10-23,118.49582147175472,107.40244061230275,189.5519790572054
2024-10-24,119.66388440601366,109.14736520948159,189.4487831498601
2024-10-25,119.11792474490547,109.19889539295458,192.14965822683055
2024-10-26,118.49073916369277,108.21762426679392,191.79801090021598
2024-10-27,118.54632295499806,108.78758936856723,191.78249509185193
2024-10-28,118.6352446487,109.9881380793603,192.62196444215377
2024-10-29,119.13014077027827,111.55992378806712,189.92685289138367
2024-10-30,118.74942761404425,109.56329437922842,188.63822949676631
2024-10-31,118.5081871720215,110.05204547927204,189.39431793584157
2024-11-01,117.60317172421009,109.79593480488381,189.1536206902888
2024-11-02,117.56010550753045,112.39484089667316,189.9562173973098
2024-11-03,117.88636240613822,112.56031829373894,190.34280720357785
2024-11-04,117.98370455185577,112.58959218749878,192.7563147372026
2024-11-05,118.27553549918622,112.82303665704978,193.00339332352374
2024-11-06,118.71060960188156,113.19186912082233,191.3606598656538
2024-11-07,118.47834910684891,111.29241458437355,190.18549117005568
2024-11-08,118.8739543826602,109.28163089365313,190.27915747259644
2024-11-09,118.66382492281254,108.42325446769519,187.94568122884215
2024-11-10,118.79257588785622,108.31513780408709,185.6031423217058
2024-11-11,119.29595026308144,108.74873564514725,184.79409261803042
2024-11-12,118.95333973200927,109.82939130118824,184.68246265753794
2024-11-13,118.85876437772494,108.5482164082212,184.2046531183326
2024-11-14,119.43794509436563,108.44378079239173,184.4126154688244
2024-11-15,119.79939408325622,109.15910052478559,184.96865464333564
2024-11-16,119.82410182524112,109.5999273132694,185.7510904116318
2024-11-17,119.9214108704689,110.32188068036486,185.38209344373024
2024-11-18,120.48640212481938,110.37677499928562,185.55853119041072
2024-11-19,120.8262672153314,107.91835245407358,185.1914771171228
2024-11-20,119.88463214932182,106.99555983820537,184.88065888487208
2024-11-21,120.13610102615698,107.35241682826057,185.67838030665584
2024-11-22,119.92743463361398,106.08538498806251,183.86915103463153
2024-11-23,120.1753611139215,105.38579581428273,182.54878428087446
2024-11-24,120.13584367347968,104.78343327172806,179.8602501941953
2024-11-25,119.6475213240216,105.42612571171558,179.51877739799238
2024-11-26,119.91421247194657,104.5635919385822,180.29870551851982
2024-11-27,120.32275662445484,104.67023155373116,180.59791140296662
2024-11-28,120.5067208528189,105.10437273014718,181.1159570127501
2024-11-29,120.45122503258679,105.19471481976385,182.6147834995437
2024-11-30,121.30884226531944,104.6111793145709,181.74067955442095
2024-12-01,120.91748473078476,105.6288567394425,181.5304314155724
2024-12-02,120.27710809165885,104.82403707443892,182.43328705530072
2024-12-03,120.50306357469225,105.13637263496574,181.43845775406257
2024-12-04,121.1463393121757,103.47229444403234,182.3715583536443
2024-12-05,122.09494741783288,103.665541555814,181.6048616592186
2024-12-06,121.65471978648785,104.34380160428944,180.44696412551147
2024-12-07,121.7137806944806,104.09267054731193,180.6329686589201
2024-12-08,121.91565129070938,103.0046667563222,180.85565446924946
2024-12-09,121.09692984713796,101.81358667983034,179.91999750324047
2024-12-10,121.3064965238159,102.54423514221887,179.38019935840703
2024-12-11,121.86553560389865,101.61001058882255,178.1539253003038
2024-12-12,121.43713606037184,101.71462108730202,178.48252974815998
2024-12-13,122.00796484764429,102.56119043439111,178.5511688532263
2024-12-14,121.404034514338,102.08882220283208,179.33492020912814
2024-12-15,122.0471250100233,101.84400652857705,177.1887972401552
2024-12-16,122.19674888828074,102.72024896818742,178.0697624663094
2024-12-17,121.4325071416183,100.70032241722733,178.66945718242525
2024-12-18,121.60287792394632,100.30246852910345,179.32652962779372
2024-12-19,122.29876084612631,99.93563237867464,180.41216941805968
2024-12-20,122.83571102864157,98.31630748639039,183.48356842586622
2024-12-21,123.30229001890987,98.3759962806883,185.245237165551
2024-12-22,123.08505703853052,97.41634628679482,185.09186245441134
2024-12-23,122.52079355876488,96.72647568059466,186.1377912159033
2024-12-24,122.8834197113875,96.96225893486292,184.09865318133373
2024-12-25,122.4675054073701,98.17494999894848,185.35595092461136
2024-12-26,122.72548437813685,100.00689351220186,183.87895123561086
2024-12-27,122.82035699010756,99.19769346791502,185.1621254967749
2024-12-28,122.96825311591735,100.47168738346,184.70749505639898
2024-12-29,123.43367416025724,100.62496467117657,183.06914081667034
2024-12-30,124.30904751454997,99.98287813592589,185.32498603228754
2024-12-31,124.52577363105692,100.69728726048648,184.76213140125517
2025-01-01,124.50015875196338,102.89098090689619,184.72528505899533
2025-01-02,124.31063658689837,103.03682665073282,183.88972528556675
2025-01-03,124.9107804474084,104.87123296659732,181.90146960640223
2025-01-04,124.20445017885471,104.91666857705228,184.42691505825624
2025-01-05,124.9375737504292,105.5505047201282,185.65459727281137
2025-01-06,124.24545386592123,105.56607318922765,184.2191571112388
2025-01-07,123.50723564626028,104.82304660615333,182.0977395942915
2025-01-08,122.97446847984278,104.49174122612536,183.1443166693316
2025-01-09,122.63819932723041,103.23993502372001,185.69574706044665
2025-01-10,122.43251816057021,103.18436087609547,182.76685798799056
2025-01-11,121.81959955810223,101.00558727486177,182.80978593905027
2025-01-12,121.65360718963369,100.36204403362025,182.65770372852444
2025-01-13,122.01158746559123,99.6222243738679,182.8683287999767
2025-01-14,122.25599756694267,98.52983777253681,182.69241416767363
2025-01-15,121.96817550004151,99.13686972325755,182.21542635944024
2025-01-16,121.84977763103727,98.8443717536658,181.74735972555933
2025-01-17,121.73059693112403,100.92298171836026,182.04606568420144
2025-01-18,121.36229495091109,101.6108077723752,183.4454321240252
2025-01-19,121.43906564725339,100.73673755374658,183.45374714609176
2025-01-20,120.85926470575319,99.5512134306466,181.67113902086425
2025-01-21,120.83296539925985,98.82325572403792,181.12108222301927
2025-01-22,120.18451423763986,98.2267419324309,182.16584129916498
2025-01-23,120.74164040687688,99.29445914147452,182.9477679389471
2025-01-24,120.2530370619867,99.31321943352113,179.94138790650626
